id,pr_number,requester_id,department,request_date,status,description,created_at
1ba30c00-ceed-46a8-af6c-c17141da5b24,PR-00308,87f64f8d-b65f-440e-ad22-dc2e0e26944f,Procurement,2025-11-18,Rejected,Requisition for IT equipment,2026-02-23 10:54:51.783665
6bd0e2c7-33d7-4331-a374-2046d5a5fd1c,PR-00309,19dab2b4-bf6e-43e2-bcdb-376c8d8fd83a,Executive,2024-03-28,Draft,Requisition for raw materials,2026-02-23 10:54:51.783676
6c7b3a9d-45b1-4523-971e-7400734c593d,PR-00310,059f7d32-2a53-4066-a6c0-e6010bdd4aed,Executive,2025-11-22,Approved,Requisition for office supplies,2026-02-23 10:54:51.783686
b71410d5-ef1a-43b2-9370-e573f36a3d90,PR-00311,9a77a6cf-19e3-4b33-9fbb-d6d9e1705e3d,Marketing,2025-06-21,Pending,Requisition for raw materials,2026-02-23 10:54:51.783715
05679d3e-09aa-43e8-969e-7834e7bb5248,PR-00312,182d5d7c-f5ea-4353-a6be-af62cc5a9387,HR,2025-03-08,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.783724
bd202521-4bcc-4db5-841d-03b2a25d3ab5,PR-00313,a3dc6d64-2521-4735-8eba-fedb77f76c27,Procurement,2024-02-05,Draft,Requisition for office supplies,2026-02-23 10:54:51.783753
7d98d526-a186-4c19-b011-0691dba1846c,PR-00314,1561326f-1d26-4dfb-a412-086919c9419d,Marketing,2025-07-01,Pending,Requisition for office supplies,2026-02-23 10:54:51.783766
1ce9f344-1473-46b9-9082-2e2d687a1c34,PR-00315,579d0881-5786-4f06-ade1-c3d7a87b9b21,Sales,2025-12-15,Approved,Requisition for office supplies,2026-02-23 10:54:51.783776
3cd6c784-08ac-49bc-aefd-dcd7f554bdd0,PR-00316,ddc65744-dc42-45e0-87a6-e0a7954b2ab1,HR,2025-01-19,Approved,Requisition for raw materials,2026-02-23 10:54:51.783834
19d29358-d062-4314-879e-99f2b940e3c6,PR-00317,8b098815-6d19-4b98-989d-5cd3d0ca32c8,IT,2024-01-14,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.783888
26a5a9b7-76a0-45f9-b552-261ee82738fc,PR-00318,d8dfd797-40f5-4acd-a4ca-3d9473f31861,Marketing,2024-11-22,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.783951
7a3292f2-21c6-48f9-87fa-19f1052f54a0,PR-00319,b2c508fa-949c-42d7-b762-55fb6b6c4034,Sales,2024-04-18,Approved,Requisition for office supplies,2026-02-23 10:54:51.783961
c6d80828-61af-49da-96a3-ccee2f614cb9,PR-00320,761b9383-a22e-429c-b7fa-cba143af59ba,Operations,2025-02-28,Approved,Requisition for IT equipment,2026-02-23 10:54:51.783989
ce68364f-1a20-42d8-9b50-e2190e4410bc,PR-00321,941bca12-f90a-4004-a85c-792003442bc3,Finance,2024-09-05,Approved,Requisition for IT equipment,2026-02-23 10:54:51.784083
25c1315b-ed49-46ab-9a98-cc68dfd48a96,PR-00322,ae5314a1-5f6f-45dc-b898-9a56a685da93,IT,2025-01-31,Pending,Requisition for safety gear,2026-02-23 10:54:51.784150
dd2696a1-e0da-4d42-837f-d584edef075b,PR-00323,1561326f-1d26-4dfb-a412-086919c9419d,Executive,2024-12-15,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.784160
bbb5e2c2-7b4e-4811-b159-e9d5d9e4b030,PR-00324,9086ef7d-a5e7-4dc8-b2eb-614655299514,Legal,2024-05-16,Approved,Requisition for safety gear,2026-02-23 10:54:51.784189
5f77f5ba-45e4-4f90-81d9-5f092b127366,PR-00325,edbb45c5-189f-4783-80a1-1d21a949775a,Operations,2024-04-07,Rejected,Requisition for raw materials,2026-02-23 10:54:51.784252
cdbb3807-317f-4fd9-ab70-d788ef5fb752,PR-00326,d8dfd797-40f5-4acd-a4ca-3d9473f31861,Legal,2024-06-21,Draft,Requisition for office supplies,2026-02-23 10:54:51.784262
0220d5e7-8461-469a-bc32-d5a286641508,PR-00327,9a77a6cf-19e3-4b33-9fbb-d6d9e1705e3d,Procurement,2024-11-14,Pending,Requisition for office supplies,2026-02-23 10:54:51.784272
0eda8b9e-777f-4050-87ff-979b6c5c0fb6,PR-00328,d4e41eef-dd8a-4561-8426-35acee4f9fad,Procurement,2024-10-16,Approved,Requisition for raw materials,2026-02-23 10:54:51.784282
fb7b71d8-b2c9-4b9a-a535-b86973c501de,PR-00329,a0907a8d-bbd3-4029-8b63-18b3ff63432c,Executive,2024-07-06,Approved,Requisition for office supplies,2026-02-23 10:54:51.784339
0b5c4d53-2d07-4ea7-8b02-69f82915236a,PR-00330,e0ac1ea6-2139-4814-aed7-8e6908734903,Legal,2025-08-20,Rejected,Requisition for safety gear,2026-02-23 10:54:51.784368
6cbb0106-687c-4216-be44-ba8cd1ebeda3,PR-00331,2a5e54e7-d51b-49cc-8c8f-76c8a212fce0,HR,2024-02-23,Rejected,Requisition for office supplies,2026-02-23 10:54:51.784382
b269310a-0398-4ab0-80bd-7f2acb90854a,PR-00332,441a5187-a4d2-43c1-a32b-6f4df4d1e51e,Marketing,2024-06-13,Approved,Requisition for raw materials,2026-02-23 10:54:51.784393
547c4498-ea1e-4250-8511-9165e612bb51,PR-00333,39298160-e0b1-4374-b99c-417eb5ad876d,HR,2025-10-05,Approved,Requisition for IT equipment,2026-02-23 10:54:51.784437
31753485-786a-40f2-ad72-92f1b3a5284e,PR-00334,db1fa505-d9cc-48ca-9e67-3a7dc4a1e021,Executive,2024-11-04,Pending,Requisition for office supplies,2026-02-23 10:54:51.784464
8e431fd2-e393-43f1-90c0-75116915204c,PR-00335,a3d9075f-97de-4d4f-a4da-b5d40d3173c9,HR,2025-01-11,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.784474
3d2a5690-c5a2-4ccf-bb73-ba2ad9a3d019,PR-00336,d4e41eef-dd8a-4561-8426-35acee4f9fad,Executive,2025-08-10,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.784533
b986b9da-34de-4302-a83c-26a34d78ad49,PR-00337,0301d27b-3b23-40d2-816d-59fda9b9bed3,Legal,2024-11-19,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.784586
23f31daf-fc54-4c63-a1db-a4b99d9c5e15,PR-00338,deb008e5-6615-437a-9371-17b6ede878e1,Finance,2024-04-17,Approved,Requisition for raw materials,2026-02-23 10:54:51.784634
b110c0a2-b064-4752-901f-ca7307d5d38c,PR-00339,47acf5aa-4994-489f-8401-74b596d8d78d,HR,2025-09-21,Approved,Requisition for IT equipment,2026-02-23 10:54:51.784661
7153be96-cd71-4144-95a2-bfba2aa3d3ed,PR-00340,e17e28aa-8f76-404b-9504-67aacbc32332,Procurement,2025-09-07,Approved,Requisition for IT equipment,2026-02-23 10:54:51.784729
3d8f94c7-0b98-4d4a-aaae-271b9069aae4,PR-00341,b8de5a6c-44c0-49f6-bdbd-365c949577ba,Legal,2025-02-05,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.784774
5d29b3db-ac5a-4650-aef1-d6368b399d62,PR-00342,14afa235-901f-4e4d-95bf-a99a463cc548,Finance,2025-05-07,Approved,Requisition for safety gear,2026-02-23 10:54:51.784801
31fd4d61-0a13-47ce-bd41-8d23a98830e5,PR-00343,15ead9a4-1514-487c-a373-e8d5b4cf7209,Executive,2025-03-29,Pending,Requisition for raw materials,2026-02-23 10:54:51.784835
2cf484cf-e4c2-4814-8326-3d9082597495,PR-00344,5ce9980c-4e5c-498b-bf4a-d91ca3bc9b05,Sales,2025-01-22,Approved,Requisition for office supplies,2026-02-23 10:54:51.784844
e27e7fc7-c7ec-4c84-952b-cc93cfeccb08,PR-00345,61d91d7a-7705-4c5f-aa40-f5042a98b2fb,Finance,2024-03-15,Approved,Requisition for raw materials,2026-02-23 10:54:51.784871
977d0ef1-6b2c-4005-9405-0a39ed4f7c33,PR-00346,1f024d78-c38e-4783-a344-04db3d2585df,Procurement,2025-01-31,Pending,Requisition for IT equipment,2026-02-23 10:54:51.784923
e2ee619b-f814-4467-8977-e94cd62ba1bb,PR-00347,d4e41eef-dd8a-4561-8426-35acee4f9fad,Executive,2025-06-09,Approved,Requisition for safety gear,2026-02-23 10:54:51.784933
6751039f-6a9e-4660-b939-4674f253c1e4,PR-00348,d8dfd797-40f5-4acd-a4ca-3d9473f31861,Procurement,2024-04-01,Approved,Requisition for raw materials,2026-02-23 10:54:51.784972
28583dd1-0eae-4f08-8a3e-d28b266e72a9,PR-00349,311c93e6-cbbe-44cc-ab78-18ec527f6743,Executive,2025-06-26,Approved,Requisition for raw materials,2026-02-23 10:54:51.785000
2ad4f090-2c2c-4bbd-b317-ed2e744fe8d9,PR-00350,a1c5850c-1d05-4251-b6e4-fd55662f8895,IT,2025-10-08,Rejected,Requisition for raw materials,2026-02-23 10:54:51.785105
1454fe48-f834-4986-bf5e-f3824da13366,PR-00351,a1b8d0bb-5c83-4a28-8749-631b96fca46c,Engineering,2025-09-05,Approved,Requisition for raw materials,2026-02-23 10:54:51.785115
6de5ac3e-74ff-4de3-88d1-ea823b139c96,PR-00352,d8dfd797-40f5-4acd-a4ca-3d9473f31861,Sales,2024-08-14,Rejected,Requisition for safety gear,2026-02-23 10:54:51.785147
a25b64c4-329a-4bfb-beea-aa63d29ced9e,PR-00353,2a3d5924-8a1e-4757-a2cc-0868d910a0d5,Sales,2024-01-23,Approved,Requisition for office supplies,2026-02-23 10:54:51.785159
7699af56-49db-4837-8cd9-9768cfc42bac,PR-00354,79d02cd6-dbee-4ae7-bceb-ab82ff6d23c7,Engineering,2024-12-06,Approved,Requisition for office supplies,2026-02-23 10:54:51.785189
1502bef1-5d14-4506-b74b-8a003fb53ef1,PR-00355,af9f5d06-e6c3-4859-8282-8e664f6ebae9,Legal,2025-02-02,Approved,Requisition for raw materials,2026-02-23 10:54:51.785260
a41111c6-ad39-44cb-b014-4ef3537d13a3,PR-00356,f4675ba3-f087-4281-b69d-adbce3006b06,Executive,2024-02-24,Draft,Requisition for maintenance parts,2026-02-23 10:54:51.785296
46744fb7-7e17-458e-b9bf-665593f765e9,PR-00357,fa5748e6-3969-42d9-a734-d67d41d569eb,Marketing,2024-09-05,Approved,Requisition for safety gear,2026-02-23 10:54:51.785305
16567427-bb91-44ce-bdbd-34fceaf15c51,PR-00358,49fc2842-fddd-44bb-90be-b4db9a0bac48,Legal,2024-05-08,Pending,Requisition for raw materials,2026-02-23 10:54:51.785359
49a1c671-d172-438a-8489-cb29d9f89abd,PR-00359,182d5d7c-f5ea-4353-a6be-af62cc5a9387,Finance,2025-01-21,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.785375
ad693604-4a2c-4e44-88f3-4b47976176d9,PR-00360,14afa235-901f-4e4d-95bf-a99a463cc548,Legal,2025-11-29,Draft,Requisition for raw materials,2026-02-23 10:54:51.785450
b6d42885-2c34-4551-a10b-08e2c05ee836,PR-00361,b463578f-babd-4a84-8ce0-3aa9e2a90d68,Executive,2025-06-21,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.785460
b34aa29e-9462-4412-b214-4a4535b0bc7d,PR-00362,c0da24ec-7e26-4d2a-8b74-3f7c3ba80dc5,Operations,2025-12-11,Approved,Requisition for office supplies,2026-02-23 10:54:51.785470
22080646-f5c8-495e-90ed-93692a88a360,PR-00363,b8ec9f4f-63bf-4feb-b095-a025fd0e0dde,Operations,2025-02-17,Draft,Requisition for maintenance parts,2026-02-23 10:54:51.785499
a819a1c0-06b9-4d38-889f-cf1d0711ebdb,PR-00364,61d91d7a-7705-4c5f-aa40-f5042a98b2fb,Operations,2025-07-01,Draft,Requisition for raw materials,2026-02-23 10:54:51.785509
b47a17fd-5901-4c39-b365-eaebed0956a4,PR-00365,72ad50be-c1ef-49b6-a8bf-795ddc1b8b51,Marketing,2025-03-14,Approved,Requisition for IT equipment,2026-02-23 10:54:51.785518
3711550d-9740-4f3e-ae40-ba59f04a3055,PR-00366,15ead9a4-1514-487c-a373-e8d5b4cf7209,Executive,2024-08-30,Approved,Requisition for IT equipment,2026-02-23 10:54:51.785576
31626610-9956-4ef2-8d29-c383bee79087,PR-00367,49eac2f0-7e4e-450f-9b47-46f89fa57a5d,Engineering,2025-05-26,Approved,Requisition for safety gear,2026-02-23 10:54:51.785623
9f9b8378-f2a9-4052-bd81-61cc8bd1d613,PR-00368,3e057cef-fddd-4b26-825b-4bdf15b4dfc2,Engineering,2025-01-22,Pending,Requisition for office supplies,2026-02-23 10:54:51.785661
a37512b6-edc5-4638-91d8-0093fb1be051,PR-00369,af9f5d06-e6c3-4859-8282-8e664f6ebae9,Marketing,2025-11-02,Approved,Requisition for raw materials,2026-02-23 10:54:51.785674
324857f7-2024-4465-a950-d5c9eb42c8bd,PR-00370,72ad50be-c1ef-49b6-a8bf-795ddc1b8b51,Finance,2024-02-19,Approved,Requisition for IT equipment,2026-02-23 10:54:51.785738
043f0688-ec4e-4b4a-a819-01d758da0f84,PR-00371,41305b34-2ce5-4524-83d2-945750f27a0e,IT,2024-01-09,Pending,Requisition for safety gear,2026-02-23 10:54:51.785768
ed7dbd88-29e6-4de5-b6f4-5e7dcf4bb3e0,PR-00372,05216a4c-95d5-4db6-9892-7301309dcd5a,HR,2024-09-01,Pending,Requisition for raw materials,2026-02-23 10:54:51.785777
a0132b4d-d1bb-4d72-8625-7bad79467982,PR-00373,e0ac1ea6-2139-4814-aed7-8e6908734903,HR,2025-06-22,Pending,Requisition for office supplies,2026-02-23 10:54:51.785789
e8f3744a-368c-45bb-b770-70438ad0bb64,PR-00374,b463578f-babd-4a84-8ce0-3aa9e2a90d68,Engineering,2024-11-23,Rejected,Requisition for safety gear,2026-02-23 10:54:51.785799
5e5a6f10-9bfb-438a-affa-421d185b6bc5,PR-00375,3c669018-1bf6-405a-b165-f26eac71c967,Executive,2024-07-16,Approved,Requisition for office supplies,2026-02-23 10:54:51.785812
0e1ad7b0-1046-4151-9b4b-fc93bde25420,PR-00376,47d8e6ba-9273-4e97-870d-a5c4b3ae6bbd,IT,2024-02-22,Approved,Requisition for IT equipment,2026-02-23 10:54:51.785865
cd3036d6-6663-4532-93ce-f2dc7ba8d721,PR-00377,0301d27b-3b23-40d2-816d-59fda9b9bed3,Sales,2025-04-30,Draft,Requisition for maintenance parts,2026-02-23 10:54:51.785900
47c9de10-5933-45d4-9d25-69ca11536f3c,PR-00378,13f74086-e15f-479b-aa48-73d5d60e788b,HR,2025-10-21,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.785910
f68378c8-f807-4669-b8db-d4f4f8d331b0,PR-00379,f425c095-0e0b-427a-9a01-773901b2fe8b,Procurement,2025-05-24,Approved,Requisition for raw materials,2026-02-23 10:54:51.785920
824fe38c-6976-43fb-b0e1-9ab443aa554b,PR-00380,15407f62-ff85-47c6-83a5-b4962d775fac,Legal,2025-10-31,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.785948
72091ad4-dbd1-4752-adad-fadc1ca7eb33,PR-00381,fe54ebbb-2c0c-4009-a811-ee089e7dec77,Marketing,2024-01-05,Draft,Requisition for office supplies,2026-02-23 10:54:51.785984
e70edf4e-ffec-498b-a1b7-29a62b8a1d3c,PR-00382,a0e71fca-efa2-4ff9-a479-a407d413a74b,Finance,2024-11-11,Approved,Requisition for raw materials,2026-02-23 10:54:51.785994
8de8e6e9-2605-4d4a-aa83-deeb526accbd,PR-00383,9a77a6cf-19e3-4b33-9fbb-d6d9e1705e3d,Finance,2025-12-21,Pending,Requisition for safety gear,2026-02-23 10:54:51.786092
3aeb3cb7-c8ca-4121-b95a-24c23b75ad14,PR-00384,761b9383-a22e-429c-b7fa-cba143af59ba,HR,2024-05-30,Approved,Requisition for safety gear,2026-02-23 10:54:51.786106
5c0e06e9-887e-4caa-855d-9deb258093d5,PR-00385,ad9a51d1-16f4-47bc-a4ce-ce1bc670a73d,Engineering,2024-09-25,Approved,Requisition for IT equipment,2026-02-23 10:54:51.786144
17dac8e0-cd54-458b-8d51-374e1105876b,PR-00386,a902f91d-bf50-40ef-b27f-52ea934011df,Marketing,2025-05-06,Approved,Requisition for IT equipment,2026-02-23 10:54:51.786191
f01e2440-07c4-4d36-adf1-7e879d0dcfd4,PR-00387,e94359ce-c9e0-4942-af64-a6658207f759,Executive,2025-12-09,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.786249
e4dca265-acbf-43f5-8569-5d69092d96a4,PR-00388,ae5314a1-5f6f-45dc-b898-9a56a685da93,HR,2024-12-09,Pending,Requisition for office supplies,2026-02-23 10:54:51.786306
eecbe0b9-8073-4e7f-b0e6-fee4c2985b7b,PR-00389,c2cea9ec-7da0-48f3-95d2-4041a87e3fe7,HR,2025-11-21,Approved,Requisition for office supplies,2026-02-23 10:54:51.786315
b51ffaa7-6638-4102-ba90-8450964794c0,PR-00390,05216a4c-95d5-4db6-9892-7301309dcd5a,IT,2025-09-17,Approved,Requisition for IT equipment,2026-02-23 10:54:51.786368
f64dbc67-f062-4859-b96c-1fee76acbf77,PR-00391,72ad50be-c1ef-49b6-a8bf-795ddc1b8b51,IT,2025-04-05,Approved,Requisition for safety gear,2026-02-23 10:54:51.786429
e1bc7f06-558e-41ac-9f4e-4b16a066d541,PR-00392,deb008e5-6615-437a-9371-17b6ede878e1,Legal,2025-09-12,Approved,Requisition for safety gear,2026-02-23 10:54:51.786554
25870a7b-18dd-4ac1-b8df-fc0f504aa708,PR-00393,c0da24ec-7e26-4d2a-8b74-3f7c3ba80dc5,Marketing,2025-05-04,Approved,Requisition for IT equipment,2026-02-23 10:54:51.786599
c8ffd90e-6118-4d5c-9ebd-9a1b461be75f,PR-00394,38204481-3349-45c6-9db0-0acb86b8299e,Sales,2024-02-04,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.786637
5d8a967c-e5b3-4d21-ae76-7b198188fe4d,PR-00395,d8dfd797-40f5-4acd-a4ca-3d9473f31861,Legal,2024-06-23,Approved,Requisition for raw materials,2026-02-23 10:54:51.786710
2ce90209-e913-4c84-84aa-36f6d049ff7f,PR-00396,288a1981-186a-44c0-963d-fe87d0d3e1c4,Executive,2024-11-24,Pending,Requisition for IT equipment,2026-02-23 10:54:51.786737
879b9609-d0fc-429e-9f00-0ea7dd5c8491,PR-00397,39298160-e0b1-4374-b99c-417eb5ad876d,Legal,2024-05-27,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.786747
2eeba3e0-d931-4b4b-b81b-194919527593,PR-00398,951a886e-c227-4138-8a05-2fef2f24c2d2,Operations,2025-07-26,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.786757
be80514f-0a70-4dcf-9401-47f98432b8fd,PR-00399,b625cdfd-24a0-4f5a-b441-ed3c8ac1268f,Engineering,2025-08-19,Approved,Requisition for safety gear,2026-02-23 10:54:51.786811
33cceadc-9bfd-4aec-887c-7ada5fdb9c8b,PR-00400,fc389fa0-930b-4018-8fe9-7b6e8f14271f,Executive,2025-07-11,Approved,Requisition for office supplies,2026-02-23 10:54:51.786894
c453759d-0eaf-4292-a843-845384fab989,PR-00401,edbb45c5-189f-4783-80a1-1d21a949775a,Procurement,2024-07-01,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.786950
f0f845f0-fc3c-4578-b967-c38e5568f9fd,PR-00402,6f46bc71-a97e-4989-9ec1-f114399219d1,IT,2024-01-02,Approved,Requisition for raw materials,2026-02-23 10:54:51.786978
a43405f6-c38d-4c4a-ba43-c8d2c9e37a24,PR-00403,a3dc6d64-2521-4735-8eba-fedb77f76c27,Engineering,2024-02-08,Approved,Requisition for raw materials,2026-02-23 10:54:51.787066
14d3c589-3738-4f1a-b055-b9e197603d40,PR-00404,87f64f8d-b65f-440e-ad22-dc2e0e26944f,Operations,2025-04-25,Approved,Requisition for office supplies,2026-02-23 10:54:51.787118
5fd9ec90-06ce-49ae-89c7-38a154051ebe,PR-00405,ec6961cd-8d1f-40b3-9ca2-8788eedb7a4a,Legal,2024-09-08,Pending,Requisition for office supplies,2026-02-23 10:54:51.787161
bd19e5de-39ae-4aff-8051-cffb7c09d2d5,PR-00406,b8ec9f4f-63bf-4feb-b095-a025fd0e0dde,Executive,2025-01-24,Pending,Requisition for safety gear,2026-02-23 10:54:51.787171
fc8a61c9-1e2d-45a1-a61f-9d8d374bb8dc,PR-00407,288a1981-186a-44c0-963d-fe87d0d3e1c4,HR,2024-09-14,Rejected,Requisition for maintenance parts,2026-02-23 10:54:51.787181
ff595cd3-96f6-4ef4-907a-ef8f8c466a8c,PR-00408,a0e71fca-efa2-4ff9-a479-a407d413a74b,HR,2025-09-16,Approved,Requisition for office supplies,2026-02-23 10:54:51.787191
cf55bcc7-1062-4f74-9c4a-478625a8ad24,PR-00409,47f251d8-2fd2-435e-b6ef-d85872ec57cc,Finance,2025-04-19,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.787227
f16cb828-d949-422b-ba4a-c616998e3809,PR-00410,fc389fa0-930b-4018-8fe9-7b6e8f14271f,Finance,2025-08-20,Approved,Requisition for IT equipment,2026-02-23 10:54:51.787289
5bc5db36-e92f-468a-81fb-f92c34010114,PR-00411,04539a60-7c26-4abb-8a12-368f57142cb7,Executive,2024-06-25,Approved,Requisition for raw materials,2026-02-23 10:54:51.787334
60a979f1-5800-4732-aa9f-b52bfe5f405e,PR-00412,761b9383-a22e-429c-b7fa-cba143af59ba,Legal,2025-04-07,Approved,Requisition for office supplies,2026-02-23 10:54:51.787386
cc6a749e-9945-494f-9cc4-1f5bb65f86d9,PR-00413,55a9c4c7-f5fe-42bd-82b7-7ca9b036f8bf,HR,2024-12-02,Approved,Requisition for raw materials,2026-02-23 10:54:51.787440
35dfcf6b-2d26-42a3-ac4e-7e6f789897ea,PR-00414,db1fa505-d9cc-48ca-9e67-3a7dc4a1e021,Marketing,2025-12-15,Pending,Requisition for IT equipment,2026-02-23 10:54:51.787469
809edbea-2944-4193-bdff-9b13f8b14240,PR-00415,fc389fa0-930b-4018-8fe9-7b6e8f14271f,Operations,2024-01-04,Pending,Requisition for office supplies,2026-02-23 10:54:51.787479
d3c6e9ac-232a-40b6-b189-21f8a87fc8ea,PR-00416,b3c42a73-814d-4e7c-aa65-82a3abcb77a0,Marketing,2024-04-15,Approved,Requisition for IT equipment,2026-02-23 10:54:51.787488
d4369e9d-c8ee-44c4-ae40-2da4ce2fad49,PR-00417,059f7d32-2a53-4066-a6c0-e6010bdd4aed,Engineering,2025-11-24,Approved,Requisition for IT equipment,2026-02-23 10:54:51.787539
509c168f-0699-44b4-b42d-0127ee560016,PR-00418,ce63a441-1783-4db1-932a-493de6131114,Procurement,2025-04-05,Approved,Requisition for safety gear,2026-02-23 10:54:51.787572
1cedf3bb-0db0-4943-9482-b904fb583c2c,PR-00419,a902f91d-bf50-40ef-b27f-52ea934011df,HR,2025-05-28,Approved,Requisition for IT equipment,2026-02-23 10:54:51.787624
4ea9d14d-9eec-46d3-a895-15e9ebeb6237,PR-00420,761b9383-a22e-429c-b7fa-cba143af59ba,HR,2025-03-09,Approved,Requisition for raw materials,2026-02-23 10:54:51.787669
b754124d-d600-43f6-be79-0b1e4f7b4719,PR-00421,fa5748e6-3969-42d9-a734-d67d41d569eb,Engineering,2024-01-03,Approved,Requisition for safety gear,2026-02-23 10:54:51.787713
861507a8-bee6-401d-852e-671b2709409a,PR-00422,7b36f4d5-f017-4523-af22-d6ce2a58ddad,Marketing,2025-02-08,Approved,Requisition for office supplies,2026-02-23 10:54:51.787776
593e8370-200b-4d3e-aa4b-e9f3741fc199,PR-00423,a0e71fca-efa2-4ff9-a479-a407d413a74b,Legal,2024-12-28,Pending,Requisition for safety gear,2026-02-23 10:54:51.787830
63625964-a8d7-4164-a243-64a4eb745fcd,PR-00424,b0c1b232-c596-4d15-a02e-8a88bdc299e1,Marketing,2024-06-11,Approved,Requisition for IT equipment,2026-02-23 10:54:51.787839
5bf5a04f-4c43-43f8-a22c-8215d573750a,PR-00425,1978e8ba-f74b-4dd7-a07f-9a02c99f5c62,Legal,2024-01-07,Approved,Requisition for safety gear,2026-02-23 10:54:51.787903
3312ed0e-eb35-433d-b9f1-aa9c30ef3728,PR-00426,ec6961cd-8d1f-40b3-9ca2-8788eedb7a4a,Marketing,2025-12-13,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.787931
3ee6a8ec-eddb-4efa-b292-d8a35ca62867,PR-00427,e0ac1ea6-2139-4814-aed7-8e6908734903,Engineering,2024-08-29,Approved,Requisition for office supplies,2026-02-23 10:54:51.787959
7ad1632a-10d8-4cf5-bdf7-70a65378048b,PR-00428,cfc09f15-3619-4d62-b827-b15e76da2559,HR,2024-01-20,Approved,Requisition for IT equipment,2026-02-23 10:54:51.788026
265fc534-fd34-4a70-9867-087a65a7a00c,PR-00429,2a220a53-4c79-4db1-87c1-80ad25938711,IT,2024-01-09,Approved,Requisition for raw materials,2026-02-23 10:54:51.788116
53a0a666-749f-47e5-b869-fbb7133de5cb,PR-00430,cedf4efe-8ee6-44f7-a395-15c179414c14,Finance,2025-02-24,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.788155
08cb6a65-54a9-4359-badb-c6fd6eba689d,PR-00431,b463578f-babd-4a84-8ce0-3aa9e2a90d68,Executive,2024-12-16,Approved,Requisition for IT equipment,2026-02-23 10:54:51.788215
2c4d5b75-8e0d-4767-86eb-8c41158376f5,PR-00432,f425c095-0e0b-427a-9a01-773901b2fe8b,Sales,2024-11-09,Rejected,Requisition for office supplies,2026-02-23 10:54:51.788278
28366df1-d849-47ba-b3e9-b4bd2d9a964b,PR-00433,66dfa22d-9ac6-4646-b380-b10d730619c6,Finance,2024-06-22,Pending,Requisition for office supplies,2026-02-23 10:54:51.788288
9ad59bf6-9fbc-41a5-9ac8-95deb2cc9235,PR-00434,66dfa22d-9ac6-4646-b380-b10d730619c6,IT,2025-02-10,Approved,Requisition for maintenance parts,2026-02-23 10:54:51.788298
af79ccd4-41dc-4b93-875e-7fabe418b823,PR-00435,b2c508fa-949c-42d7-b762-55fb6b6c4034,Procurement,2024-11-09,Pending,Requisition for maintenance parts,2026-02-23 10:54:51.788363
d6bc652d-49a0-4e6f-849c-5f987dc5d40a,PR-00436,fe54ebbb-2c0c-4009-a811-ee089e7dec77,Finance,2024-05-01,Approved,Requisition for raw materials,2026-02-23 10:54:51.788373
5a4c831e-a8b3-4bb0-9ec1-56dfe47edcf8,PR-00437,0301d27b-3b23-40d2-816d-59fda9b9bed3,Engineering,2025-02-13,Approved,Requisition for safety gear,2026-02-23 10:54:51.788437
0bb21815-9850-4f6b-bea8-ec2e436cee0a,PR-00438,059f7d32-2a53-4066-a6c0-e6010bdd4aed,Executive,2024-04-25,Approved,Requisition for raw materials,2026-02-23 10:54:51.788483
8f030473-6056-40ea-a968-ae4efa5c8412,PR-00439,2a220a53-4c79-4db1-87c1-80ad25938711,Operations,2024-01-24,Approved,Requisition for office supplies,2026-02-23 10:54:51.788536
22d58a1c-bbe3-48ae-a359-9876ce9a2b28,PR-00440,fd5fdf81-55b1-4f69-8f12-046f3bfd8b77,Finance,2025-06-04,Approved,Requisition for safety gear,2026-02-23 10:54:51.788599
3492590a-bafa-46a5-acc7-90a03dbe8ef0,PR-00441,3c669018-1bf6-405a-b165-f26eac71c967,IT,2024-08-24,Rejected,Requisition for IT equipment,2026-02-23 10:54:51.788628
04125193-bffc-407e-ae80-648794d6051d,PR-00442,fa5748e6-3969-42d9-a734-d67d41d569eb,Legal,2025-09-07,Approved,Requisition for IT equipment,2026-02-23 10:54:51.788638
653e95a8-9fd9-475e-bba0-0ec91d9f5c41,PR-00443,4abc59f0-b600-4ba4-8c62-552f43ab38c7,Procurement,2024-09-03,Pending,Requisition for raw materials,2026-02-23 10:54:51.788691
